Headline,Date,Price movement
"KLCI stays negative on profit taking ahead of Hari Raya weekend, regional markets muted on renewed US-Sino tensions",22/05/2020,Up
"Apex Healthcare, Axiata, BAT, CMMT, E&O, GenM, Genting, Heitech Padu, Inari, Kossan, KUB, Maybank, MBM, Media Prima, Sime Darby, Sime Darby Property, SunCon, Petron, Poly Glass, Tadmax, TSH and UEM Edgenta",22/05/2020,Up
"Glove maker Kossan makes record profit, revenue in 1Q",21/05/2020,Up
疫情推动手套股持续上涨 贺特佳突破10令吉,21/05/2020,Up
Hartalega tops RM10 as Covid-19 drives glove shares’ seemingly relentless rise,21/05/2020,Up
区域股市追随全球涨势 马股扬达1%至两个月高位,21/05/2020,Up
速柏玛净利翻倍 手套热持续,21/05/2020,Up
KLCI rises as much as 1% to two-month high as regional markets track global gains,21/05/2020,Up
Glove mania continues as Supermax profit doubles,21/05/2020,Up
"Supermax active, surges to record high after 3Q profit doubles",21/05/2020,Up
手套热持续 马股扬0.53%,21/05/2020,Up
"KLCI up 0.53% on bullish Wall Street, modest regional gains",21/05/2020,Up
"KLCI extends gains on bullish Wall Street, positive regional vibes while glovemakers continue dominance",21/05/2020,Up
马股临尾反弹 收于盘中高位,20/05/2020,Up
Supermax Corp 3Q net profit doubles amid overwhelming glove demand,20/05/2020,Up
Final hour jump lands KLCI at intraday high,20/05/2020,Up
Do Hartalega’s latest results justify continued meteoric rise in share price?,20/05/2020,Up
"KLCI up, underpinned by higher CPO prices",19/05/2020,Up
马股回吐涨幅 料继续交投活跃,19/05/2020,Up
Glove makers fall on profit taking,19/05/2020,Up
KLCI pares gains but poised for another day of hefty trading volume,19/05/2020,Up
"PetDag, Hartalega, Thong Guan, FGV, Mi Technovation, LYC Healthcare, Sanichi, AT Systematization, PNE PCB, ARB, Tan Chong Motor, CSC Steel, Southern Steel, GuocoLand, Hume Industries and Teo Seng Capital",19/05/2020,Up
"Hartalega posts record revenue in FY20, but net profit drops",18/05/2020,Down
焦点转向高油价及重启全球经济 提振马股上涨0.71%,18/05/2020,Down
"KLCI rises 0.71% as focus shifts to higher oil prices, re-opening of global economies",18/05/2020,Down
Affin Hwang: Rubber glove sector should achieve record earnings in 2020,18/05/2020,Down
KLCI mirrors regional gains despite sombre US economic outlook,15/05/2020,Up
不敌套利回吐涨幅 马股仍企于1400点上方,15/05/2020,Up
"KLCI pares gains on mild profit-taking, manages to hold above 1,400 level",15/05/2020,Up
"KLCI extends gains in line with region, index-linked glovemakers continue to shine",15/05/2020,Up
临尾买盘推动马股上涨,14/05/2020,Up
Final hour buying nudges KLCI higher,14/05/2020,Up
"Glove makers rally enters fourth day, share prices rise to new highs",14/05/2020,Up
顶级手套继续领涨,14/05/2020,Up
手套股及国能上涨 马股收窄跌幅,14/05/2020,Up
"KLCI pares loss as glovemakers, Tenaga rise; trading volume remains robust",14/05/2020,Up
Top Glove keeps pole position in rubber glovemakers rally,14/05/2020,Up
新冠肺炎刺激需求 兴业上调顶级手套目标价至13.30令吉,14/05/2020,Up
RHB Research raises target price for Top Glove to RM13.30 on surge in demand due to Covid-19,14/05/2020,Up
担忧经济风险与新冠疫情 马股跌破1400点,14/05/2020,Up
"KLCI drops below 1,400 as economic risks, pandemic worries rattle investors",14/05/2020,Up
"KLCI crosses 1,400-threshold as index-linked glovemakers stay in vogue",14/05/2020,Up
KLCI finishes 1.25% higher as Bursa volume tops 9b at all-time high,13/05/2020,Up
Share trade volume across Bursa rises to record high,13/05/2020,Up
Bursa healthcare index up 10% on Covid-19 resurgence spectre,13/05/2020,Up
医疗保健股走高 刺激马股涨1.34%,13/05/2020,Up
"KLCI rises 1.34% as healthcare stocks lift, trading volume surges to 5.79 bil shares",13/05/2020,Up
HLT rises 40% on new Covid-19 infection wave fears,13/05/2020,Up
手套股走高 提振马股涨0.88%,13/05/2020,Up
"KLCI rises 0.88% as index-linked glovemakers lift, broader market tepid ahead of GDP announcement",13/05/2020,Up
"KLCI seen treading water on expectation of poor GDP data, Wall Street slump",13/05/2020,Up
担忧新冠疫情 医疗保健指数上升,12/05/2020,Up
Bursa healthcare index up most amid Covid-19 revival concerns,12/05/2020,Up
延长有条件限行令 刺激手套股上涨,12/05/2020,Up
"Glove makers rise on CMCO extension, new Covid-19 cases in China",12/05/2020,Up
新冠肺炎与美中贸易紧张局势影响情绪 马股保持低迷,12/05/2020,Up
"KLCI stays lacklustre as pandemic fears, US-Sino trade tensions, poor data weigh on sentiment",12/05/2020,Up
投资者担忧第二波新冠疫情 马股仍摇摇欲坠,12/05/2020,Up
"KLCI remains shaky as investors weigh second pandemic wave, US-China trade tensions, 1Q20 GDP data",12/05/2020,Up
KLCI edges up as index-linked glovemakers rise on fears of second wave of pandemic,12/05/2020,Up
焦点转向中美通话及经济重开 马股上扬1%,08/05/2020,Up
"KLCI rises 1% as focus turns to US-Sino talks, reopening of economies",08/05/2020,Up
投资者趁假期来临前套利 马股回吐涨幅,08/05/2020,Up
KLCI pares gains in mild profit taking ahead of extended weekend,08/05/2020,Up
Affin Hwang: Another market correction looms as corporate earnings poised to disappoint,07/05/2020,#N/A
59 Chambers of Commerce and Industry Associations call for all states to restart economic activities,05/05/2020,Down
手套需求激增 Careplus年内涨幅胜竞争对手,05/05/2020,Down
Careplus YTD share price gain outperforms bigger rivals amid glove demand spike,05/05/2020,Down
Rubberex plans RM31m private placement to expand nitrile glove production lines,04/05/2020,Up
艾芬黄氏：手套股将进一步上涨,29/04/2020,Up
Glove makers shares poised to trend higher — Affin Hwang,29/04/2020,Up
全球最大主权财富基金增加大马股票投资,27/04/2020,Up
World’s largest sovereign wealth fund ups Malaysia-listed equity investments,27/04/2020,Up
限行令的影响抑制投资者情绪 马股升幅收窄,27/04/2020,Up
KLCI pares gains as MCO ramifications dampen investor sentiment,27/04/2020,Up
"Foreign selling surged to RM1.13 billion last week; YTD outflow RM10.21b, says MIDF Research",27/04/2020,Up
"KLCI tracks regional markets higher, Top Glove and Public Bank lift",27/04/2020,Up
Company bracing for new corporate liability law in June. Get yourself ready with the Anti-Bribery Management System Certification Scheme,27/04/2020,Up
CARI: Asean in crisis and its preparedness against Covid-19,25/04/2020,#N/A
新冠肺炎药物开发质疑打压情绪 手套股大涨,24/04/2020,Up
Glove shares up as Covid-19 drug development doubt rattles sentiment,24/04/2020,Up
限行令延长激励手套股再写新高 马股收复部分失地,24/04/2020,Up
KLCI pares loss as glove makers scale new highs on MCO extension,24/04/2020,Up
延长限行令 手套股上涨,24/04/2020,Up
"Rubber glove makers gain; Hartalega, Top Glove and Supermax scale all-time highs after MCO extension",24/04/2020,Up
延长限行令及下调经济增长预测 拖累马股下跌0.74%,24/04/2020,Up
"KLCI falls 0.74% as investors weigh ramifications of MCO extension, lower GDP forecasts",24/04/2020,Up
Covid-19: Hartalega plant utilisation tops 90% as glove demand surge,23/04/2020,Up
油价跌势似无底洞 橡胶手套股上涨,22/04/2020,Up
Rubber glove shares rise as oil prices fall into a seemingly bottomless pit,22/04/2020,Up
Is it time to part with rubber glove shares that are at record high valuation now?,22/04/2020,Up
马股跌幅收窄 惟仍低于1400点,22/04/2020,Up
"KLCI pares loss but stays below 1,400 resistance level in line with regional weakness",22/04/2020,Up
油价疲软疫情肆虐 拖累马股挫1.44%,22/04/2020,Up
Investors book profits on rubber glove stocks after rise to all-time highs,22/04/2020,Up
"HLT Global active, rises 8% on venture to distribute Covid-19 test kits",22/04/2020,Up
"KLCI down 1.44% as confluence of weak oil prices, pandemic fears continue to wreak havoc",22/04/2020,Up
How TNB weathers through low power demand,20/04/2020,Down
Surge in demand makes glove sector attractive to investors,15/04/2020,Down
EVENING 5: Five things you need to know today,14/04/2020,Up
股价飙升 EPF减持顶级手套和贺特佳,14/04/2020,Up
EPF trims stake in Top Glove and Hartalega as share prices soar,14/04/2020,Up
"Insider Moves: WCT Holdings Bhd, Eastern & Oriental Bhd, LBS Bina Group Bhd, Urusharta Jamaah Sdn Bhd, The Employees Provident Fund",14/04/2020,Up
"EVENING 5: Retail to contract, first time since AFC",14/04/2020,Up
"M'sian glovemakers now more valuable than casino, airport operators",14/04/2020,Up
"KLCI rises 0.38% on select index-linked stocks as regional markets trade mixed, US corporate earnings eyed",14/04/2020,Up
"Top Glove may rise higher, says RHB Retail Research",14/04/2020,Up
"KLCI down, Bursa healthcare index rises the most",13/04/2020,Up
Top Glove rises to record high,13/04/2020,Up
新冠疫情导致亚股承压 马股止跌回扬,13/04/2020,Up
KLCI reverses loss but gains muted in line with region pressured by pandemic,13/04/2020,Up
全球橡胶手套需求增 顶级手套贺特佳创新高,13/04/2020,Up
手套股上涨 马股跌幅收窄,13/04/2020,Up
"Top Glove, Hartalega reach new peak, trading at record high P/E valuation of over 40 times",13/04/2020,Up
KLCI pares loss as index-linked glove makers rise on growing Covid-19 fears,13/04/2020,Up
Opportunities in a crisis,13/04/2020,Up
EVENING 5: Five things you need to know today,10/04/2020,Up
顶级手套率大马公司优先提供医疗用品,10/04/2020,Up
Which stocks might be dropped off from KLCI list after the rout?,06/04/2020,Up
哪些股暴跌后可能跌出KLCI名单？,06/04/2020,Up
"Lead Story: Once-in-a-decade opportunity, But who dares to buy?",05/04/2020,#N/A
"Kossan, Alam Maritim, ViTrox, AirAsia, Scomi Energy, JCY, AEON, Kinsteel and Berjaya Corp",02/04/2020,Up
Cover Story: Supply chain woes hit local industries,02/04/2020,Up
"Yinson, Kenanga Investment Bank, Wong Engineering, Keck Seng, Genting, Landmarks, Sapura Energy, Top Glove, Affin Bank, BHIC and Minetech Resources",02/04/2020,Up
"Insider Moves: Icon Offshore Bhd. Top Glove Corp Bhd, Reach Energy Bhd, TRC Synergy Bhd, Serba Dinamik Bhd, Public Bank Bhd",31/03/2020,Down
世界各地医院的橡胶手套快用完,26/03/2020,Up
Big caps that lead the rebound,26/03/2020,Up
"Cover Story: Don’t panic, stay invested",26/03/2020,Up
EVENING 5: Five things you need to know today,25/03/2020,Up
"Glove-makers in Malaysia, the world's largest medic glove producer, warn of chronic shortage if full capacity doesn't resume",25/03/2020,Up
Opportunities in aftermath of market bloodbath,25/03/2020,Up
Virus fight at risk as world's medical glove capital struggles with lockdown,25/03/2020,Up
顶级手套创办人崛起为大股东 刺激林木生集团涨14%,25/03/2020,Up
LBS Bina shares up 14% after Top Glove founder emerges as substantial shareholder,25/03/2020,Up
Top Glove founder emerges as substantial shareholder of LBS Bina,25/03/2020,Up
"Mulpha, Apollo, LBS Bina Group, Censof, Scicom (MSC), Omesti, Ho Hup, Meridian and Cabnet",24/03/2020,Up
顶级手套创办人成为林木生集团大股东,24/03/2020,Up
Top Glove founder emerges as substantial shareholder of LBS Bina,24/03/2020,Up
成分股多数下跌 马股随大市挫2.7%,23/03/2020,Up
"KLCI down 2.7% as most constituent stocks fall, in line with battered region",23/03/2020,Up
More than 700 companies valued at below US$100 million on Bursa,23/03/2020,Up
"Affin Hwang Capital reiterates ‘buy’ on Top Glove, raises target price to RM7.50",20/03/2020,Down
Top Glove sees solid quarters ahead after posting stronger 2Q,20/03/2020,Down
"Top Glove, GENM, WCT, Kejuruteraan Asastera, Censof Holdings and FGV Holdings",20/03/2020,Down
EVENING 5: Five things you need to know today,19/03/2020,Up
Plantation stocks lend support to KLCI as Covid-19 spurs relentless world market sell-off,19/03/2020,Up
顶级手套次季净利涨9% 料未来季度将非常稳健,19/03/2020,Up
"Top Glove 2Q profit up 9%, expects solid quarters ahead",19/03/2020,Up
云顶及银行股下跌 拖累马股跌至11年新低,19/03/2020,Up
"KLCI slumps to 11-year low as MAHB, banks and Genting stocks drag amid worsening Covid-19 pandemic",19/03/2020,Up
Three key factors to boost rubber glove makers’ margins,18/03/2020,Up
Market in panic mode but rebound seen,18/03/2020,Up
KLCI rises 1.31% as index-linked glovemakers and Petronas stocks lift,18/03/2020,Up
S P Setia to launch final tower of Setia City Residences,17/03/2020,Down
Rubber glove makers to ramp up production — MARGMA,17/03/2020,Down
Bluechips battered amid global market volatility,16/03/2020,Down
美国降息至近零 手套股随大市走低,16/03/2020,Down
M'sia rubber glove shares fall with broader market after US cut rate to near zero,16/03/2020,Down
"CGS-CIMB Research cuts KLCI end-2020 target to 1,449, advise clients to seek shelter in defensive dividend stocks",16/03/2020,Down
Stock With Momentum: Top Glove Corp,16/03/2020,Down
"Supermax, WCT, Tan Chong Motor, Superlon, TH Heavy Engineering, Tadmax Resources and Mah Sing Group",14/03/2020,#N/A
Top Glove,13/03/2020,Down
"Glove makers' fortunes reverse today, not spared from selldown",13/03/2020,Down
"Market update: KLCI continues to languish below 1,400 as index-linked laggards drag",13/03/2020,Down
Stock With Momentum: Top Glove Corp,13/03/2020,Down
Bursa slips further but selldown less severe,13/03/2020,Down
Rubber gloves a safe haven in volatile virus-stricken market,13/03/2020,Down
EVENING 5: Five things you need to know today,12/03/2020,Down
世卫组织公布新冠疫情为全球大流行 马股挫1.69%,12/03/2020,Down
"KLCI slumps 1.69%, glove shares up after WHO declares COVID-19 a pandemic",12/03/2020,Down
新冠疫情为全球大流行 马股随大市跌1.4%,12/03/2020,Down
"GHL, Kossan, Ruberex, Supermx, TopGlov",12/03/2020,Down
KLCI loses 1.4% as global markets tank; glovemakers rise as Covid-19 declared a pandemic,12/03/2020,Down
世卫组织宣布新冠疫情为全球大流行 橡胶手套股走高,12/03/2020,Down
马股跌幅收窄 情绪依然负面,12/03/2020,Down
"KLCI pares loss, sentiment stays negative with global equity rout",12/03/2020,Down
Rubber glovemakers rise as WHO designates Covid-19 as pandemic,12/03/2020,Down
"Top Glove may rise higher, says RHB Retail Research",12/03/2020,Down
"Stocks bashed down, what to buy now?",11/03/2020,Up
