original,Headline,date,Price movement 
"Cover Story: International gas prices crash, but local price stays","Cover Story: International gas prices crash, but local price stays",26/06/2020,Up
"KLCI closes lower for fourth straight day, dragged down by Top Glove and Hartalega","KLCI closes lower for fourth straight day, dragged down by Top Glove and Hartalega",26/06/2020,Up
Tech stocks valuations soar above five-year average — are they expensive?,Tech stocks valuations soar above five-year average — are they expensive?,26/06/2020,Up
"KLCI pares losses, stays in negative zone as rising US virus cases, downgrade in economic projections rattles markets","KLCI pares losses, stays in negative zone as rising US virus cases, downgrade in economic projections rattles markets",25/06/2020,Down
"KLCI extends loss, falls 0.92% to below 1,500 level as regional markets stumble on rising US virus cases","KLCI extends loss, falls 0.92% to below 1,500 level as regional markets stumble on rising US virus cases",25/06/2020,Down
"KLCI dips 0.51% to below 1,500-level in line with regional drop as Wall Street slumps on rising virus cases","KLCI dips 0.51% to below 1,500-level in line with regional drop as Wall Street slumps on rising virus cases",25/06/2020,Down
Mysterious sharp rise in Hextar Global's share price,Mysterious sharp rise in Hextar Global's share price,23/06/2020,Down
Stocks you wish you had bought during the March equity rout,Stocks you wish you had bought during the March equity rout,23/06/2020,Down
EVENING 5: Five things you need to know today,EVENING 5: Five things you need to know today,22/06/2020,Up
KLCI claws back to positive zone; MQ Tech in spotlight on bid for glove maker Latexx,KLCI claws back to positive zone; MQ Tech in spotlight on bid for glove maker Latexx,22/06/2020,Up
MQ Tech in the spotlight on bid for glove maker Latexx,MQ Tech in the spotlight on bid for glove maker Latexx,22/06/2020,Up
KLCI retreats in line with region as new Covid-19 cases drag sentiment,KLCI retreats in line with region as new Covid-19 cases drag sentiment,22/06/2020,Up
KLCI ticks higher as glove makers lead gainers on new reported coronavirus cases,KLCI ticks higher as glove makers lead gainers on new reported coronavirus cases,22/06/2020,Up
Technology stocks rally could be more powerful than pandemic play,Technology stocks rally could be more powerful than pandemic play,22/06/2020,Up
Bursa appears headed for record earnings on market’s trading surge,Bursa appears headed for record earnings on market’s trading surge,21/06/2020,#N/A
Cover Story: Two men with the Midas touch,Cover Story: Two men with the Midas touch,21/06/2020,#N/A
"KLCI stays above 1,500 with support of glove makers","KLCI stays above 1,500 with support of glove makers",19/06/2020,Up
KLCI reverses gains in choppy trade as regional markets wobble,KLCI reverses gains in choppy trade as regional markets wobble,19/06/2020,Up
What the charts say about the glove rally,What the charts say about the glove rally,19/06/2020,Up
"KLCI extends loss and slips below 1,500 level as index-linked glove makers and Public Bank drag","KLCI extends loss and slips below 1,500 level as index-linked glove makers and Public Bank drag",19/06/2020,Up
"Astro, HSL, AirAsia, Top Glove, ECM Libra and MUI","Astro, HSL, AirAsia, Top Glove, ECM Libra and MUI",19/06/2020,Up
Top Glove: Worker exploitation claims by British TV ‘highly inaccurate’,Top Glove: Worker exploitation claims by British TV ‘highly inaccurate’,18/06/2020,Up
KLCI ends 1.4% lower as Covid-19 resurgence dominates sentiment,KLCI ends 1.4% lower as Covid-19 resurgence dominates sentiment,18/06/2020,Up
Cover Story: Stretched,Cover Story: Stretched,18/06/2020,Up
"KLCI slumps 1.3% in line with regional fall, poor economic outlook","KLCI slumps 1.3% in line with regional fall, poor economic outlook",18/06/2020,Up
"KLCI falls 1% as key index-linked stocks drop, in line with retreat at global markets","KLCI falls 1% as key index-linked stocks drop, in line with retreat at global markets",18/06/2020,Up
"ESG, syariah stock indices slightly outpaced conventional counterparts on better management, lower leverage — Islamic finance heads","ESG, syariah stock indices slightly outpaced conventional counterparts on better management, lower leverage — Islamic finance heads",17/06/2020,Down
"TNB, Yinson, Top Glove, BAuto, DRB-Hicom and Pentamaster are CGS-CIMB’s top shariah picks for 2H","TNB, Yinson, Top Glove, BAuto, DRB-Hicom and Pentamaster are CGS-CIMB’s top shariah picks for 2H",17/06/2020,Down
World Bank: Islamic finance value proposition has to be clear,World Bank: Islamic finance value proposition has to be clear,17/06/2020,Down
"KLCI pauses in line with regional markets, selected glove makers halt uptrend","KLCI pauses in line with regional markets, selected glove makers halt uptrend",17/06/2020,Down
Potential of Islamic capital market remains promising at home and abroad – Bursa chairman,Potential of Islamic capital market remains promising at home and abroad – Bursa chairman,17/06/2020,Down
"KLCI reverses gains as key blue chips retreat, regional markets mixed","KLCI reverses gains as key blue chips retreat, regional markets mixed",17/06/2020,Down
"KLCI gains 0.63% on firmer Wall Street close, glove makers continue ascend","KLCI gains 0.63% on firmer Wall Street close, glove makers continue ascend",17/06/2020,Down
Glove bulls regain strength,Glove bulls regain strength,16/06/2020,Down
"KLCI ends above 1,500 again on US, Japan stimulus","KLCI ends above 1,500 again on US, Japan stimulus",16/06/2020,Down
"KLCI up 1.9% as regional markets rally, sentiment turns broadly positive; trading volume over 4 bil shares","KLCI up 1.9% as regional markets rally, sentiment turns broadly positive; trading volume over 4 bil shares",16/06/2020,Down
"KLCI pares gains, stays up 1.4% in line with regional uptrend, select index-linked stocks lift","KLCI pares gains, stays up 1.4% in line with regional uptrend, select index-linked stocks lift",16/06/2020,Down
"KLCI rebounds 1.50% in line with regional uptrend, resurgent glovemakers lift","KLCI rebounds 1.50% in line with regional uptrend, resurgent glovemakers lift",16/06/2020,Down
Glove stocks the selling targets after strong rally,Glove stocks the selling targets after strong rally,15/06/2020,Up
KLCI slides 3.05% as concerns mount over second wave of Covid-19 infections,KLCI slides 3.05% as concerns mount over second wave of Covid-19 infections,15/06/2020,Up
KLCI dives more than 3% as investors turn risk averse,KLCI dives more than 3% as investors turn risk averse,15/06/2020,Up
"KLCI slumps 1.93% as fear of second wave of coronavirus rattles markets, glovemakers drag","KLCI slumps 1.93% as fear of second wave of coronavirus rattles markets, glovemakers drag",15/06/2020,Up
"BLand, Dialog, Serba Dinamik, Careplus, Ekovest and MRCB","BLand, Dialog, Serba Dinamik, Careplus, Ekovest and MRCB",12/06/2020,Down
Comfort Glove 1Q net profit leaps 94% to RM16.34 million,Comfort Glove 1Q net profit leaps 94% to RM16.34 million,12/06/2020,Down
It's still a screaming buy for Top Glove as it prepares for more bumper results,It's still a screaming buy for Top Glove as it prepares for more bumper results,12/06/2020,Down
"Malaysian stock market hit as Covid-19 fears return, oil falls","Malaysian stock market hit as Covid-19 fears return, oil falls",12/06/2020,Down
"Besides rubber glove makers, this commodity is another star performer","Besides rubber glove makers, this commodity is another star performer",12/06/2020,Down
"KLCI skids, Top Glove the only component stock trading up","KLCI skids, Top Glove the only component stock trading up",12/06/2020,Down
"Glove makers lose ground to global rout, but Top Glove remains steady","Glove makers lose ground to global rout, but Top Glove remains steady",12/06/2020,Down
"KLCI primed for week-on-week loss after early slump, as Asian markets tumble on Wall Street plunge","KLCI primed for week-on-week loss after early slump, as Asian markets tumble on Wall Street plunge",12/06/2020,Down
"BHIC, Top Glove, Pantech, MAHB, Bermaz Auto, IGB and Pavilion REIT","BHIC, Top Glove, Pantech, MAHB, Bermaz Auto, IGB and Pavilion REIT",12/06/2020,Down
"Exponential growth yet to peak, says Top Glove","Exponential growth yet to peak, says Top Glove",11/06/2020,Up
EVENING 5: Five things you need to know today,EVENING 5: Five things you need to know today,11/06/2020,Up
KLCI declines following Fed’s gloomy economic outlook,KLCI declines following Fed’s gloomy economic outlook,11/06/2020,Up
"Top Glove posts record net profit of RM348m in 3Q, declares 10 sen dividend","Top Glove posts record net profit of RM348m in 3Q, declares 10 sen dividend",11/06/2020,Up
Cover Story: Market charges ahead despite dismal 1Q earnings,Cover Story: Market charges ahead despite dismal 1Q earnings,11/06/2020,Up
"KLCI erases gains, falls 0.97% as disappointing domestic data, downbeat US economic outlook drag","KLCI erases gains, falls 0.97% as disappointing domestic data, downbeat US economic outlook drag",11/06/2020,Up
EVENING 5: M’sia Airlines still discussing options with Khazanah,EVENING 5: M’sia Airlines still discussing options with Khazanah,11/06/2020,Up
Selling on Top Glove continues right before quarterly earnings announcement later,Selling on Top Glove continues right before quarterly earnings announcement later,11/06/2020,Up
Little-known AT Systematization soars on news acquiring industrial glove maker,Little-known AT Systematization soars on news acquiring industrial glove maker,11/06/2020,Up
KLCI pushes further to rise 0.58% as glove makers and blue chips lift; regional markets tentative on dour US economic outlook,KLCI pushes further to rise 0.58% as glove makers and blue chips lift; regional markets tentative on dour US economic outlook,11/06/2020,Up
"KLCI advances as Top Glove and Hartalega lift, regional markets down on dour US economic outlook","KLCI advances as Top Glove and Hartalega lift, regional markets down on dour US economic outlook",11/06/2020,Up
"Top Glove taking a breather, says AllianceDBS","Top Glove taking a breather, says AllianceDBS",11/06/2020,Up
"TNB, Iconic Worldwide, AirAsia, KUB, Datasonic, KPJ, BHIC, Muar Ban Lee, AT Systemization, Serba Dinamik and Euro Holdings","TNB, Iconic Worldwide, AirAsia, KUB, Datasonic, KPJ, BHIC, Muar Ban Lee, AT Systemization, Serba Dinamik and Euro Holdings",11/06/2020,Up
KLCI reverses loss at eleventh hour to close marginally higher,KLCI reverses loss at eleventh hour to close marginally higher,10/06/2020,Down
Selling on Top Glove surfaces ahead of quarterly earnings,Selling on Top Glove surfaces ahead of quarterly earnings,10/06/2020,Down
Investing: Finding an income-focused strategy that works for you,Investing: Finding an income-focused strategy that works for you,10/06/2020,Down
KLCI claws back as Hartalega and Maybank lift on day one of RMCO while Asian markets slip,KLCI claws back as Hartalega and Maybank lift on day one of RMCO while Asian markets slip,10/06/2020,Down
"KLCI pauses for breather as Top Glove and Maybank drag, regional markets mostly lower on Wall Street retreat","KLCI pauses for breather as Top Glove and Maybank drag, regional markets mostly lower on Wall Street retreat",10/06/2020,Down
Supermax buys RM22m land in Klang for future capacity expansion,Supermax buys RM22m land in Klang for future capacity expansion,09/06/2020,Up
EVENING 5: Five things you need to know today,EVENING 5: Five things you need to know today,09/06/2020,Up
